v1,v2,c1,c2,choice,rt
2,1,0.1,1.0,0.7284,58.0324
3,1,0.1,1.0,0.7222,56.7436
-3,2,0.1,1.0,0.944,41.207
-2,2,0.1,1.0,0.9432,41.7842
-1,2,0.1,1.0,0.9334,43.2206
0,2,0.1,1.0,0.926,43.2622
1,2,0.1,1.0,0.916,44.49
2,2,0.1,1.0,0.9088,45.0172
3,2,0.1,1.0,0.9046,45.0306
-3,3,0.1,1.0,0.9866,32.0686
-2,3,0.1,1.0,0.9846,32.5534
-1,3,0.1,1.0,0.981,33.7464
0,3,0.1,1.0,0.9766,33.8438
1,3,0.1,1.0,0.9762,34.7426
2,3,0.1,1.0,0.9754,35.3664
3,3,0.1,1.0,0.9688,36.1528
-3,-3,0.4,1.0,0.0698,52.833
-2,-3,0.4,1.0,0.045,49.07
-1,-3,0.4,1.0,0.0294,45.7092
0,-3,0.4,1.0,0.0216,41.926
1,-3,0.4,1.0,0.0146,38.6432
2,-3,0.4,1.0,0.0102,36.2816
3,-3,0.4,1.0,0.0072,33.7086
-3,-2,0.4,1.0,0.205,69.0786
-2,-2,0.4,1.0,0.1518,63.945
-1,-2,0.4,1.0,0.1098,59.852
0,-2,0.4,1.0,0.0718,54.9582
1,-2,0.4,1.0,0.0508,51.036
2,-2,0.4,1.0,0.034,47.574
3,-2,0.4,1.0,0.0254,42.8312
-3,-1,0.4,1.0,0.4826,79.2112
-2,-1,0.4,1.0,0.3982,77.2304
-1,-1,0.4,1.0,0.2962,75.6432
0,-1,0.4,1.0,0.2124,71.0772
1,-1,0.4,1.0,0.1588,67.857
2,-1,0.4,1.0,0.1172,61.9608
3,-1,0.4,1.0,0.0794,57.2256
-3,0,0.4,1.0,0.7662,72.2488
-2,0,0.4,1.0,0.6842,75.2312
-1,0,0.4,1.0,0.5998,80.8046
0,0,0.4,1.0,0.496,79.6042
1,0,0.4,1.0,0.4054,79.22
2,0,0.4,1.0,0.323,75.5958
3,0,0.4,1.0,0.2344,72.8276
-3,1,0.4,1.0,0.9186,57.7232
-2,1,0.4,1.0,0.8808,62.5342
-1,1,0.4,1.0,0.8462,66.934
0,1,0.4,1.0,0.7622,71.683
1,1,0.4,1.0,0.7054,77.9156
2,1,0.4,1.0,0.614,78.3454
3,1,0.4,1.0,0.522,78.892
-3,2,0.4,1.0,0.9814,43.1048
-2,2,0.4,1.0,0.9686,46.61
-1,2,0.4,1.0,0.9594,51.6652
0,2,0.4,1.0,0.9304,55.2698
1,2,0.4,1.0,0.9028,60.5702
2,2,0.4,1.0,0.8454,64.8888
3,2,0.4,1.0,0.7948,68.418
-3,3,0.4,1.0,0.9934,33.4944
-2,3,0.4,1.0,0.9898,35.6206
-1,3,0.4,1.0,0.9862,39.4904
0,3,0.4,1.0,0.9808,41.7594
1,3,0.4,1.0,0.9688,44.987
2,3,0.4,1.0,0.9578,48.7544
3,3,0.4,1.0,0.9322,52.2592
-3,-3,0.7,1.0,0.1322,65.9822
-2,-3,0.7,1.0,0.0746,59.4164
-1,-3,0.7,1.0,0.0374,52.8008
0,-3,0.7,1.0,0.0216,46.3984
1,-3,0.7,1.0,0.0122,40.7744
2,-3,0.7,1.0,0.0088,36.6702
3,-3,0.7,1.0,0.003,32.8406
-3,-2,0.7,1.0,0.3634,82.7408
-2,-2,0.7,1.0,0.2358,77.851
-1,-2,0.7,1.0,0.138,69.528
0,-2,0.7,1.0,0.0702,60.4806
1,-2,0.7,1.0,0.0408,53.8572
2,-2,0.7,1.0,0.0242,46.5438
3,-2,0.7,1.0,0.0108,42.1938
-3,-1,0.7,1.0,0.643,84.7956
-2,-1,0.7,1.0,0.5106,86.9622
-1,-1,0.7,1.0,0.36,85.2446
0,-1,0.7,1.0,0.227,78.4132
1,-1,0.7,1.0,0.1398,70.5134
2,-1,0.7,1.0,0.0748,62.9762
3,-1,0.7,1.0,0.0396,53.6768
-3,0,0.7,1.0,0.8572,70.6066
-2,0,0.7,1.0,0.7692,78.1292
-1,0,0.7,1.0,0.6556,87.0922
0,0,0.7,1.0,0.5044,88.7816
1,0,0.7,1.0,0.3562,85.3974
2,0,0.7,1.0,0.24,77.045
3,0,0.7,1.0,0.1412,70.3792
-3,1,0.7,1.0,0.955,55.0016
-2,1,0.7,1.0,0.9238,61.9682
-1,1,0.7,1.0,0.8652,70.5968
0,1,0.7,1.0,0.77,78.4792
1,1,0.7,1.0,0.6504,84.5868
2,1,0.7,1.0,0.4958,88.4584
3,1,0.7,1.0,0.3608,84.4494
-3,2,0.7,1.0,0.988,41.0116
-2,2,0.7,1.0,0.9754,46.609
-1,2,0.7,1.0,0.9552,52.9896
0,2,0.7,1.0,0.9224,61.1042
1,2,0.7,1.0,0.8636,69.7896
2,2,0.7,1.0,0.7766,77.974
3,2,0.7,1.0,0.6378,83.7462
-3,3,0.7,1.0,0.996,33.1996
-2,3,0.7,1.0,0.993,36.4492
-1,3,0.7,1.0,0.9896,41.3292
0,3,0.7,1.0,0.9734,46.0478
1,3,0.7,1.0,0.9528,52.2836
2,3,0.7,1.0,0.9178,60.9302
3,3,0.7,1.0,0.8562,66.9048
-3,-3,1.0,1.0,0.2286,76.5562
-2,-3,1.0,1.0,0.1164,67.2216
-1,-3,1.0,1.0,0.0536,56.1848
0,-3,1.0,1.0,0.0294,48.4264
1,-3,1.0,1.0,0.0138,41.8302
2,-3,1.0,1.0,0.0022,35.8332
3,-3,1.0,1.0,0.002,31.5204
-3,-2,1.0,1.0,0.499,86.8124
-2,-2,1.0,1.0,0.3114,83.7358
-1,-2,1.0,1.0,0.1708,72.05
0,-2,1.0,1.0,0.0748,64.0298
1,-2,1.0,1.0,0.0424,53.6618
2,-2,1.0,1.0,0.0156,46.1788
3,-2,1.0,1.0,0.0066,38.0852
-3,-1,1.0,1.0,0.7658,79.6608
-2,-1,1.0,1.0,0.5846,88.455
-1,-1,1.0,1.0,0.3992,89.56
0,-1,1.0,1.0,0.2218,83.7706
1,-1,1.0,1.0,0.1196,72.4378
2,-1,1.0,1.0,0.0532,59.385
3,-1,1.0,1.0,0.0288,49.6858
-3,0,1.0,1.0,0.9164,64.5198
-2,0,1.0,1.0,0.8348,75.6598
-1,0,1.0,1.0,0.6876,86.8574
0,0,1.0,1.0,0.5032,90.5766
1,0,1.0,1.0,0.3082,87.8192
2,0,1.0,1.0,0.1684,77.0314
3,0,1.0,1.0,0.091,66.0092
-3,1,1.0,1.0,0.9718,48.9642
-2,1,1.0,1.0,0.9428,59.1414
-1,1,1.0,1.0,0.8882,70.9634
0,1,1.0,1.0,0.7706,81.9934
1,1,1.0,1.0,0.6048,90.5552
2,1,1.0,1.0,0.4106,88.6704
3,1,1.0,1.0,0.2418,82.1792
-3,2,1.0,1.0,0.9932,38.6208
-2,2,1.0,1.0,0.9818,45.2004
-1,2,1.0,1.0,0.9612,54.7158
0,2,1.0,1.0,0.9228,64.7018
1,2,1.0,1.0,0.8372,75.3902
2,2,1.0,1.0,0.6932,83.4044
3,2,1.0,1.0,0.5078,87.6156
-3,3,1.0,1.0,0.9984,31.2464
-2,3,1.0,1.0,0.9956,36.5116
-1,3,1.0,1.0,0.9886,42.0048
0,3,1.0,1.0,0.9714,48.7724
1,3,1.0,1.0,0.9426,57.734
2,3,1.0,1.0,0.8788,67.266
3,3,1.0,1.0,0.7652,76.393
