v1,v2,c1,c2,choice,rt
2,1,0.1,1.0,0.7356,57.2
3,1,0.1,1.0,0.7276,57.4354
-3,2,0.1,1.0,0.9504,41.0136
-2,2,0.1,1.0,0.9384,41.9086
-1,2,0.1,1.0,0.9326,43.4364
0,2,0.1,1.0,0.937,44.5154
1,2,0.1,1.0,0.9158,44.1786
2,2,0.1,1.0,0.9142,45.9198
3,2,0.1,1.0,0.9096,46.4458
-3,3,0.1,1.0,0.9848,32.2084
-2,3,0.1,1.0,0.981,32.8522
-1,3,0.1,1.0,0.9804,33.6838
0,3,0.1,1.0,0.9794,34.2848
1,3,0.1,1.0,0.9764,34.5342
2,3,0.1,1.0,0.9752,35.766
3,3,0.1,1.0,0.9712,36.6106
-3,-3,0.4,1.0,0.0648,53.8958
-2,-3,0.4,1.0,0.0432,49.4572
-1,-3,0.4,1.0,0.0266,45.5072
0,-3,0.4,1.0,0.0226,41.9934
1,-3,0.4,1.0,0.0122,39.074
2,-3,0.4,1.0,0.0082,36.6034
3,-3,0.4,1.0,0.005,33.8748
-3,-2,0.4,1.0,0.2168,69.9272
-2,-2,0.4,1.0,0.1456,65.0696
-1,-2,0.4,1.0,0.1076,61.5622
0,-2,0.4,1.0,0.069,56.0214
1,-2,0.4,1.0,0.0468,50.9844
2,-2,0.4,1.0,0.0294,47.6068
3,-2,0.4,1.0,0.0256,43.4444
-3,-1,0.4,1.0,0.4894,80.9834
-2,-1,0.4,1.0,0.3828,80.241
-1,-1,0.4,1.0,0.304,78.1482
0,-1,0.4,1.0,0.2124,74.277
1,-1,0.4,1.0,0.1564,68.469
2,-1,0.4,1.0,0.101,63.3804
3,-1,0.4,1.0,0.0788,56.8838
-3,0,0.4,1.0,0.7652,74.2974
-2,0,0.4,1.0,0.6952,76.9814
-1,0,0.4,1.0,0.601,82.153
0,0,0.4,1.0,0.5026,81.8276
1,0,0.4,1.0,0.4008,83.0926
2,0,0.4,1.0,0.3116,78.5462
3,0,0.4,1.0,0.235,74.1836
-3,1,0.4,1.0,0.9242,58.1332
-2,1,0.4,1.0,0.8902,62.6442
-1,1,0.4,1.0,0.8482,68.331
0,1,0.4,1.0,0.7782,72.59
1,1,0.4,1.0,0.7002,78.781
2,1,0.4,1.0,0.6172,80.0848
3,1,0.4,1.0,0.5038,81.5506
-3,2,0.4,1.0,0.979,43.5174
-2,2,0.4,1.0,0.9692,47.2996
-1,2,0.4,1.0,0.9536,51.7928
0,2,0.4,1.0,0.9274,56.3576
1,2,0.4,1.0,0.896,62.0834
2,2,0.4,1.0,0.8486,66.284
3,2,0.4,1.0,0.7924,70.2368
-3,3,0.4,1.0,0.9964,33.6876
-2,3,0.4,1.0,0.9918,36.5986
-1,3,0.4,1.0,0.9884,39.4228
0,3,0.4,1.0,0.9816,42.1754
1,3,0.4,1.0,0.9664,45.6548
2,3,0.4,1.0,0.952,48.6724
3,3,0.4,1.0,0.9396,53.488
-3,-3,0.7,1.0,0.1408,68.7754
-2,-3,0.7,1.0,0.071,60.8252
-1,-3,0.7,1.0,0.0456,53.5936
0,-3,0.7,1.0,0.017,47.6872
1,-3,0.7,1.0,0.0116,41.459
2,-3,0.7,1.0,0.006,36.8774
3,-3,0.7,1.0,0.004,33.4066
-3,-2,0.7,1.0,0.3562,83.659
-2,-2,0.7,1.0,0.2198,79.1998
-1,-2,0.7,1.0,0.1274,70.1918
0,-2,0.7,1.0,0.0772,62.6904
1,-2,0.7,1.0,0.0426,54.607
2,-2,0.7,1.0,0.0216,47.6072
3,-2,0.7,1.0,0.0122,42.3292
-3,-1,0.7,1.0,0.655,86.277
-2,-1,0.7,1.0,0.5148,89.5674
-1,-1,0.7,1.0,0.3444,85.3598
0,-1,0.7,1.0,0.2228,80.7104
1,-1,0.7,1.0,0.1434,71.1384
2,-1,0.7,1.0,0.0758,62.5098
3,-1,0.7,1.0,0.0404,54.2504
-3,0,0.7,1.0,0.8642,71.1922
-2,0,0.7,1.0,0.7714,81.1294
-1,0,0.7,1.0,0.6436,87.7984
0,0,0.7,1.0,0.4952,90.5608
1,0,0.7,1.0,0.3478,87.0622
2,0,0.7,1.0,0.2326,81.7574
3,0,0.7,1.0,0.1388,72.5484
-3,1,0.7,1.0,0.9606,54.5614
-2,1,0.7,1.0,0.9222,62.37
-1,1,0.7,1.0,0.866,72.3444
0,1,0.7,1.0,0.7778,81.2466
1,1,0.7,1.0,0.6504,86.8418
2,1,0.7,1.0,0.4922,89.82
3,1,0.7,1.0,0.365,85.0014
-3,2,0.7,1.0,0.9874,41.1922
-2,2,0.7,1.0,0.9812,47.6524
-1,2,0.7,1.0,0.9582,54.4016
0,2,0.7,1.0,0.9214,62.9624
1,2,0.7,1.0,0.8722,71.5642
2,2,0.7,1.0,0.7742,80.012
3,2,0.7,1.0,0.6316,84.0164
-3,3,0.7,1.0,0.9964,33.2054
-2,3,0.7,1.0,0.9928,36.9016
-1,3,0.7,1.0,0.9882,41.3346
0,3,0.7,1.0,0.9776,47.5964
1,3,0.7,1.0,0.96,53.5402
2,3,0.7,1.0,0.9284,60.4696
3,3,0.7,1.0,0.8608,68.7428
-3,-3,1.0,1.0,0.2232,75.7032
-2,-3,1.0,1.0,0.126,69.3434
-1,-3,1.0,1.0,0.0578,58.2766
0,-3,1.0,1.0,0.0244,48.995
1,-3,1.0,1.0,0.0134,42.821
2,-3,1.0,1.0,0.004,36.2116
3,-3,1.0,1.0,0.0018,32.1452
-3,-2,1.0,1.0,0.4986,89.1096
-2,-2,1.0,1.0,0.3102,86.4522
-1,-2,1.0,1.0,0.1628,75.0684
0,-2,1.0,1.0,0.0854,65.475
1,-2,1.0,1.0,0.0332,54.6318
2,-2,1.0,1.0,0.0156,45.5378
3,-2,1.0,1.0,0.007,39.0758
-3,-1,1.0,1.0,0.7602,83.706
-2,-1,1.0,1.0,0.5978,91.2174
-1,-1,1.0,1.0,0.3936,89.3506
0,-1,1.0,1.0,0.2324,82.8564
1,-1,1.0,1.0,0.1138,71.218
2,-1,1.0,1.0,0.0566,60.061
3,-1,1.0,1.0,0.0236,50.582
-3,0,1.0,1.0,0.9128,65.6878
-2,0,1.0,1.0,0.8264,79.6962
-1,0,1.0,1.0,0.684,88.8524
0,0,1.0,1.0,0.4994,92.1576
1,0,1.0,1.0,0.313,90.7338
2,0,1.0,1.0,0.1698,78.7
3,0,1.0,1.0,0.0874,65.2328
-3,1,1.0,1.0,0.975,50.0514
-2,1,1.0,1.0,0.9456,60.3352
-1,1,1.0,1.0,0.8888,71.5822
0,1,1.0,1.0,0.7734,84.7062
1,1,1.0,1.0,0.5888,90.7632
2,1,1.0,1.0,0.4118,91.5244
3,1,1.0,1.0,0.243,83.803
-3,2,1.0,1.0,0.9932,39.4244
-2,2,1.0,1.0,0.9822,45.8058
-1,2,1.0,1.0,0.9652,54.5662
0,2,1.0,1.0,0.9224,64.2196
1,2,1.0,1.0,0.833,78.2552
2,2,1.0,1.0,0.699,84.9386
3,2,1.0,1.0,0.517,88.6098
-3,3,1.0,1.0,0.9978,31.967
-2,3,1.0,1.0,0.9972,36.3236
-1,3,1.0,1.0,0.9892,41.9074
0,3,1.0,1.0,0.973,49.4496
1,3,1.0,1.0,0.94,58.5798
2,3,1.0,1.0,0.8864,69.4608
3,3,1.0,1.0,0.7688,78.8344
